#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-09-09T12:20:21 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ522dbc517400	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/375/863&tab:{J/A+A/375/863/table3}&key:source=J/A+A/375/863&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/375/863/table3
#-order=I
#-out=ID
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#-out=V-I
#-out=F1
#-out=F2
#-out=F3
#-out=F4
#-out=F5
#
#
#RESOURCE=yCat_33750863
#Name: J/A+A/375/863
#Title: Photometry in NGC 2516 (Jeffries+, 2001)
#Table	J_A_A_375_863_table3:
#Name: J/A+A/375/863/table3
#Title: The photometric catalogue for NGC 2516
#Column	ID	(I5)	Star number	[ucd=meta.id]
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? B-V colour index (1)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-I	(F6.3)	? V-I (Cousins) colour index (1)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	F1	(I2)	[-1/1] V vs B-V membership flag (2)	[ucd=meta.code.member]
#Column	F2	(I2)	[-1/1] V vs V-I membership flag (2)	[ucd=meta.code.member]
#Column	F3	(I2)	[-1/1] B-V vs V-I membership flag (2)	[ucd=meta.code.member]
#Column	F4	(I2)	[-1/1] Candidate membership flag (3)	[ucd=meta.code.member]
#Column	F5	(I1)	[0/1] Binarity flag (4)	[ucd=meta.code]
#ID;RAJ2000;DEJ2000;Vmag;B-V;V-I;F1;F2;F3;F4;F5
# ;"h:m:s";"d:m:s"; ; ; ; ; ; ; ;
#-----;------------;------------;------;------;------;--;--;--;--;-
 1028;07 54 43.324;-61 09 33.41;19.349;      ; 0.892; 0;-1; 0;-1;0
 1029;07 54 43.389;-60 24 43.61;13.869; 0.831; 0.930; 1; 1; 1; 1;0
 1030;07 54 43.426;-60 39 45.05;16.976; 1.143; 1.368;-1;-1; 1;-1;0
 1031;07 54 43.452;-61 03 59.02;19.669;      ; 1.891; 0;-1; 0;-1;0
 1032;07 54 43.470;-60 55 08.57;19.068; 0.890; 1.178;-1;-1; 1;-1;0
 1033;07 54 43.484;-60 57 19.31;14.944; 0.883; 1.018;-1;-1; 1;-1;0
 1034;07 54 43.502;-60 38 41.20;18.432; 1.617; 1.805; 1;-1; 1;-1;0
 1035;07 54 43.529;-61 12 17.35;17.429; 1.197; 1.484;-1;-1; 1;-1;0
 1036;07 54 43.603;-61 01 58.67;20.665;      ; 1.730; 0;-1; 0;-1;0
 1037;07 54 43.652;-61 01 29.78;17.105; 1.154; 1.360;-1;-1; 1;-1;0
 1038;07 54 43.695;-60 42 51.54;19.459; 0.904; 1.450;-1;-1;-1;-1;0
 1039;07 54 43.747;-61 11 27.67;19.573;      ; 1.226; 0;-1; 0;-1;0
 1040;07 54 43.773;-60 19 38.91;17.937; 0.815; 1.060;-1;-1; 1;-1;0
 1041;07 54 43.774;-60 43 09.57;18.560;      ; 1.906; 0;-1; 0;-1;0
 1042;07 54 43.851;-60 37 11.27;20.176;      ; 2.221; 0;-1; 0;-1;0
 1043;07 54 43.885;-61 05 41.73;17.756; 1.050; 1.112;-1;-1; 1;-1;0
 1044;07 54 43.912;-60 33 16.45;18.381; 0.793; 0.886;-1;-1; 1;-1;0
 1045;07 54 43.962;-61 01 14.95;18.052; 0.667; 0.993;-1;-1;-1;-1;0
 1046;07 54 43.973;-61 04 29.20;19.170; 1.574; 1.122; 1;-1;-1;-1;0
 1047;07 54 43.991;-61 00 48.62;18.130; 0.763; 1.157;-1;-1;-1;-1;0
 1048;07 54 44.069;-60 44 24.37;19.787;      ; 0.847; 0;-1; 0;-1;0
 1049;07 54 44.071;-61 08 17.76;16.410;      ; 1.123; 0;-1; 0;-1;0
 1050;07 54 44.095;-61 10 16.79;18.409; 0.670; 0.929;-1;-1; 1;-1;0
 1051;07 54 44.180;-60 49 47.33;17.926; 1.756; 2.319;-1; 1;-1;-1;0
 1052;07 54 44.203;-61 01 54.49;18.089; 0.653; 1.238;-1;-1;-1;-1;0
 1053;07 54 44.294;-60 28 36.07;20.058; 0.845; 0.998;-1;-1; 1;-1;0
 1054;07 54 44.420;-61 08 10.78;13.260; 0.696; 0.892; 1; 1; 1; 1;1
 1055;07 54 44.423;-60 43 22.53;12.805; 0.638; 0.825; 1; 1; 1; 1;1
 1056;07 54 44.431;-60 55 21.46;19.655; 0.215; 1.336;-1;-1;-1;-1;0
 1057;07 54 44.444;-60 20 17.31;16.231; 0.757; 0.901;-1;-1; 1;-1;0
 1058;07 54 44.568;-60 23 49.40;19.250; 1.011; 1.296;-1;-1; 1;-1;0
 1059;07 54 44.569;-61 12 35.92;18.024; 0.859; 1.035;-1;-1; 1;-1;0
 1060;07 54 44.641;-60 46 41.70;18.814; 0.851; 1.036;-1;-1; 1;-1;0
 1061;07 54 44.757;-61 11 13.91;18.143; 0.676; 0.945;-1;-1; 1;-1;0
 1062;07 54 44.760;-61 07 55.53;18.771;      ; 2.403; 0; 1; 0; 1;0
 1063;07 54 44.777;-60 47 57.21;18.809; 0.609; 1.215;-1;-1;-1;-1;0
 1064;07 54 44.787;-60 58 34.31;19.976;      ; 1.663; 0;-1; 0;-1;0
 1065;07 54 44.790;-60 25 38.64;20.835;      ; 1.807; 0;-1; 0;-1;0
 1066;07 54 44.814;-60 48 47.39;18.599; 0.821; 0.927;-1;-1; 1;-1;0
 1067;07 54 44.839;-60 50 01.02;18.887;      ; 1.201; 0;-1; 0;-1;0
 1068;07 54 44.841;-60 32 29.61;15.154; 1.033; 1.283; 1; 1;-1;-1;0
 1069;07 54 44.841;-61 13 22.69;18.114; 1.067; 1.297;-1;-1; 1;-1;0
 1070;07 54 44.847;-60 23 05.15;16.948; 1.212; 1.398;-1;-1; 1;-1;0
 1071;07 54 44.951;-60 29 46.85;16.905; 0.587; 0.762;-1;-1; 1;-1;0
 1072;07 54 45.003;-61 01 40.98;12.744; 1.335; 1.347;-1;-1;-1;-1;0
 1073;07 54 45.010;-60 34 35.15;17.803; 0.853; 1.065;-1;-1; 1;-1;0
 1074;07 54 45.031;-60 26 23.62;19.268; 1.627; 2.312; 1;-1; 1;-1;0
 1075;07 54 45.109;-60 54 36.13;20.248;      ; 3.274; 0; 1; 0; 1;1
 1076;07 54 45.150;-60 33 22.62;19.856;      ; 1.394; 0;-1; 0;-1;0
 1077;07 54 45.252;-60 26 38.72;19.465; 1.282; 2.602;-1; 1;-1;-1;0
 1078;07 54 45.323;-60 19 22.68;12.296; 1.268; 1.303;-1;-1;-1;-1;0
 1079;07 54 45.360;-60 33 32.77;16.253; 0.456; 0.922;-1;-1;-1;-1;0
 1080;07 54 45.372;-61 08 55.05;18.438; 0.825; 1.047;-1;-1; 1;-1;0
 1081;07 54 45.378;-60 58 50.39;20.175;      ; 1.367; 0;-1; 0;-1;0
 1082;07 54 45.390;-60 32 17.51;18.342; 1.476; 1.883; 1;-1; 1;-1;0
 1083;07 54 45.427;-60 47 50.46;15.266; 0.927; 1.032;-1;-1; 1;-1;0
 1084;07 54 45.452;-60 26 46.36;18.587; 0.801; 1.072;-1;-1; 1;-1;0
 1085;07 54 45.578;-60 42 06.43;17.090; 1.035; 1.161;-1;-1; 1;-1;0
 1086;07 54 45.592;-60 18 57.62;18.069; 0.674; 0.968;-1;-1;-1;-1;0
 1087;07 54 45.799;-60 33 34.26;14.251; 0.614; 0.782;-1;-1; 1;-1;0
 1088;07 54 45.810;-60 54 29.16;19.706;      ; 1.061; 0;-1; 0;-1;0
 1089;07 54 45.849;-60 41 43.22;19.942;      ; 1.343; 0;-1; 0;-1;0
 1090;07 54 45.874;-61 01 32.00;19.314; 1.839; 2.024;-1;-1;-1;-1;0
 1091;07 54 45.876;-61 06 20.07;18.715;      ; 2.297; 0;-1; 0;-1;0
 1092;07 54 45.906;-60 21 39.64;18.270; 0.793; 0.898;-1;-1; 1;-1;0
 1093;07 54 46.079;-60 35 15.89;19.803;      ; 0.818; 0;-1; 0;-1;0
 1094;07 54 46.086;-60 21 37.71;18.399; 0.781; 0.769;-1;-1; 1;-1;0
 1095;07 54 46.139;-60 36 36.56;19.053; 0.972; 1.105;-1;-1; 1;-1;0
 1096;07 54 46.152;-61 09 13.44;19.186;      ; 1.215; 0;-1; 0;-1;0
 1097;07 54 46.220;-60 29 24.18;18.549; 0.759; 0.911;-1;-1; 1;-1;0
 1098;07 54 46.238;-60 41 55.45;15.430; 0.640; 0.817;-1;-1; 1;-1;0
 1099;07 54 46.298;-60 36 27.30;16.926; 1.006; 1.099;-1;-1; 1;-1;0
 1100;07 54 46.314;-60 20 06.89;17.939; 0.971; 1.140;-1;-1; 1;-1;0
 1101;07 54 46.328;-60 23 44.02;16.051; 1.055; 1.206;-1;-1; 1;-1;0
 1102;07 54 46.358;-60 23 14.39;16.590; 0.897; 0.964;-1;-1; 1;-1;0
 1103;07 54 46.360;-61 13 05.09;18.098; 1.026; 1.297;-1;-1; 1;-1;0
 1104;07 54 46.488;-60 44 44.56;17.946; 0.801; 0.954;-1;-1; 1;-1;0
 1105;07 54 46.526;-60 51 05.48;13.302; 0.484; 0.637;-1;-1; 1;-1;0
 1106;07 54 46.571;-61 13 31.85;18.161; 0.992; 1.188;-1;-1; 1;-1;0
 1107;07 54 46.578;-61 12 21.16;15.388; 1.159; 1.277; 1; 1; 1; 1;0
 1108;07 54 46.579;-60 31 00.12;17.816; 0.704; 0.862;-1;-1; 1;-1;0
 1109;07 54 46.584;-60 28 22.30;19.983; 1.002;      ;-1; 0; 0;-1;0
 1110;07 54 46.608;-60 35 02.67;18.792; 0.846; 1.089;-1;-1; 1;-1;0
 1111;07 54 46.620;-60 49 53.96;16.049; 0.686; 0.848;-1;-1; 1;-1;0
 1112;07 54 46.633;-60 46 20.19;18.251; 0.830; 0.919;-1;-1; 1;-1;0
 1113;07 54 46.636;-61 11 17.00;18.291; 1.054; 1.101;-1;-1; 1;-1;0
 1114;07 54 46.637;-61 06 54.51;19.570;      ; 1.408; 0;-1; 0;-1;0
 1115;07 54 46.682;-61 04 39.18;19.687;      ; 1.056; 0;-1; 0;-1;0
 1116;07 54 46.688;-60 44 56.75;19.974;      ; 1.264; 0;-1; 0;-1;0
 1117;07 54 46.693;-60 48 58.13;19.011;      ; 1.924; 0;-1; 0;-1;0
 1118;07 54 46.712;-60 46 29.46;18.178; 0.865; 1.031;-1;-1; 1;-1;0
 1119;07 54 46.828;-60 31 45.72;18.334; 0.687; 0.893;-1;-1; 1;-1;0
 1120;07 54 46.838;-61 07 19.41;18.971;      ; 2.031; 0;-1; 0;-1;0
 1121;07 54 46.859;-60 30 00.71;17.280; 1.327; 1.587;-1;-1; 1;-1;0
 1122;07 54 46.964;-60 56 29.86;14.509; 0.805; 0.999;-1; 1;-1;-1;0
 1123;07 54 46.982;-60 26 40.56;17.304; 0.653; 0.893;-1;-1; 1;-1;0
 1124;07 54 46.982;-60 40 59.62;17.587; 1.030; 1.139;-1;-1; 1;-1;0
 1125;07 54 47.022;-60 18 41.82;17.101; 1.002; 1.097;-1;-1; 1;-1;0
 1126;07 54 47.076;-60 51 01.24;13.921; 0.479; 0.694;-1;-1; 1;-1;0
 1127;07 54 47.097;-61 06 43.79;19.602;      ; 1.222; 0;-1; 0;-1;0
 1128;07 54 47.112;-60 18 50.83;19.255; 0.799; 1.260;-1;-1;-1;-1;0
 1129;07 54 47.132;-61 04 22.23;19.621; 0.708; 0.775;-1;-1; 1;-1;0
 1130;07 54 47.198;-60 33 35.55;15.177; 0.591; 0.763;-1;-1; 1;-1;0
 1131;07 54 47.208;-60 22 53.64;15.261; 0.602; 0.766;-1;-1; 1;-1;0
 1132;07 54 47.237;-60 38 56.95;16.791; 0.795; 0.936;-1;-1; 1;-1;0
 1133;07 54 47.237;-60 39 20.31;15.384; 0.744; 0.879;-1;-1; 1;-1;0
 1134;07 54 47.312;-60 26 11.53;19.964;      ; 0.964; 0;-1; 0;-1;0
 1135;07 54 47.355;-60 39 59.13;15.484; 1.112; 1.280; 1; 1; 1; 1;0
 1136;07 54 47.417;-60 37 33.48;19.082; 0.972; 1.342;-1;-1;-1;-1;0
 1137;07 54 47.437;-60 22 34.78;20.361; 0.608; 1.259;-1;-1;-1;-1;0
 1138;07 54 47.487;-60 57 59.17;16.862; 1.581; 1.888; 1; 1; 1; 1;0
 1139;07 54 47.527;-60 36 14.79;17.800; 0.723; 0.894;-1;-1; 1;-1;0
 1140;07 54 47.540;-60 59 08.69;19.383;      ; 1.022; 0;-1; 0;-1;0
 1141;07 54 47.655;-60 51 59.56;19.655;      ; 0.937; 0;-1; 0;-1;0
 1142;07 54 47.687;-60 22 20.08;18.148; 0.898; 1.054;-1;-1; 1;-1;0
 1143;07 54 47.730;-60 59 20.94;18.423; 0.967; 1.637;-1;-1;-1;-1;0
 1144;07 54 47.734;-60 56 21.98;19.560;      ; 1.820; 0;-1; 0;-1;0
 1145;07 54 47.742;-61 00 33.21;19.883;      ; 0.999; 0;-1; 0;-1;0
 1146;07 54 47.813;-60 27 06.93;20.045;      ; 1.606; 0;-1; 0;-1;0
 1147;07 54 47.829;-60 58 57.58;15.383; 0.961; 1.212;-1; 1;-1;-1;0
 1148;07 54 47.846;-60 39 48.62;19.108; 0.828; 0.546;-1;-1;-1;-1;0
 1149;07 54 47.926;-60 35 51.89;20.036;      ; 0.972; 0;-1; 0;-1;0
 1150;07 54 47.936;-60 48 11.17;19.032;      ; 2.293; 0;-1; 0;-1;0
 1151;07 54 47.951;-61 08 54.67;19.147; 0.983; 0.663;-1;-1;-1;-1;0
 1152;07 54 48.059;-60 53 27.17;18.856; 1.135; 1.503;-1;-1;-1;-1;0
 1153;07 54 48.093;-61 05 20.84;17.412; 0.770; 0.953;-1;-1; 1;-1;0
 1154;07 54 48.120;-61 08 30.57;19.297;      ; 2.201; 0;-1; 0;-1;0
 1155;07 54 48.158;-60 58 28.61;15.898; 1.295; 1.525; 1; 1; 1; 1;0
 1156;07 54 48.175;-60 51 13.22;19.581;      ; 0.847; 0;-1; 0;-1;0
 1157;07 54 48.187;-60 32 08.42;15.405; 0.729; 0.852;-1;-1; 1;-1;0
 1158;07 54 48.206;-60 35 13.18;20.234;      ; 1.593; 0;-1; 0;-1;0
 1159;07 54 48.225;-60 21 02.46;19.002; 0.863; 1.052;-1;-1; 1;-1;0
 1160;07 54 48.256;-60 34 40.74;16.456; 0.885; 1.045;-1;-1; 1;-1;0
 1161;07 54 48.271;-60 59 38.54;19.794;      ; 0.957; 0;-1; 0;-1;0
 1162;07 54 48.326;-60 39 44.32;18.729;      ; 2.111; 0;-1; 0;-1;0
 1163;07 54 48.348;-60 50 24.49;15.508; 0.549; 0.713;-1;-1; 1;-1;0
 1164;07 54 48.356;-61 11 32.65;18.847;      ; 1.015; 0;-1; 0;-1;0
 1165;07 54 48.370;-60 59 00.70;17.909; 1.015; 3.680;-1;-1;-1;-1;0
 1166;07 54 48.376;-60 57 24.49;19.200;      ; 0.778; 0;-1; 0;-1;0
 1167;07 54 48.456;-60 36 17.77;18.682; 0.803; 0.982;-1;-1; 1;-1;0
 1168;07 54 48.535;-61 06 12.28;17.857; 0.803; 1.010;-1;-1; 1;-1;0
 1169;07 54 48.576;-60 34 59.86;20.345;      ; 1.143; 0;-1; 0;-1;0
 1170;07 54 48.656;-60 48 14.96;19.500;      ; 0.927; 0;-1; 0;-1;0
 1171;07 54 48.674;-61 10 46.41;18.870;      ; 1.874; 0;-1; 0;-1;0
 1172;07 54 48.682;-61 04 45.87;18.647;      ; 1.879; 0;-1; 0;-1;0
 1173;07 54 48.693;-60 49 05.04;17.747; 1.178; 1.371;-1;-1; 1;-1;0
 1174;07 54 48.722;-60 25 54.62;20.195;      ; 1.974; 0;-1; 0;-1;0
 1175;07 54 48.725;-60 36 55.27;18.812; 0.842; 0.882;-1;-1; 1;-1;0
 1176;07 54 48.730;-61 13 42.85;19.413;      ; 1.606; 0;-1; 0;-1;0
 1177;07 54 48.757;-60 42 23.59;18.750; 0.794; 1.189;-1;-1;-1;-1;0
 1178;07 54 48.825;-60 20 26.45;15.885; 0.789; 0.930;-1;-1; 1;-1;0
 1179;07 54 48.843;-60 19 01.63;19.191;      ; 1.439; 0;-1; 0;-1;0
 1180;07 54 48.893;-60 43 31.98;19.996;      ; 1.710; 0;-1; 0;-1;0
 1181;07 54 48.976;-60 51 02.17;18.521; 0.949; 1.351;-1;-1;-1;-1;0
 1182;07 54 48.986;-60 21 41.39;19.826;      ; 2.009; 0;-1; 0;-1;0
 1183;07 54 49.090;-61 08 35.33;17.586; 0.954; 1.036;-1;-1; 1;-1;0
 1184;07 54 49.120;-60 49 52.79;17.397; 1.137; 1.241;-1;-1; 1;-1;0
 1185;07 54 49.153;-60 19 00.08;18.722; 0.957; 1.331;-1;-1;-1;-1;0
 1186;07 54 49.194;-60 39 08.43;19.616;      ; 0.801; 0;-1; 0;-1;0
 1187;07 54 49.207;-60 22 12.11;19.771;      ; 2.936; 0; 1; 0; 1;1
 1188;07 54 49.230;-60 53 48.17;19.636;      ; 1.644; 0;-1; 0;-1;0
 1189;07 54 49.298;-60 50 31.46;18.690; 0.859; 0.794;-1;-1; 1;-1;0
 1190;07 54 49.304;-60 38 24.49;19.251; 1.179; 1.261;-1;-1; 1;-1;0
 1191;07 54 49.328;-60 23 07.76;19.698;      ; 1.451; 0;-1; 0;-1;0
 1192;07 54 49.395;-60 56 23.27;17.270; 0.855; 1.081;-1;-1; 1;-1;0
 1193;07 54 49.436;-60 51 04.67;18.667;      ; 2.729; 0; 1; 0; 1;1
 1194;07 54 49.444;-60 19 31.19;19.815; 1.138; 1.748;-1;-1;-1;-1;0
 1195;07 54 49.524;-60 38 46.21;16.884; 0.828; 0.929;-1;-1; 1;-1;0
 1196;07 54 49.525;-60 31 22.71;16.140; 1.425; 1.906; 1; 1; 1; 1;1
 1197;07 54 49.548;-60 22 52.19;17.683; 0.840; 0.953;-1;-1; 1;-1;0
 1198;07 54 49.565;-61 06 12.35;18.136; 1.134; 1.444;-1;-1; 1;-1;0
 1199;07 54 49.593;-60 48 55.93;18.857; 0.945; 1.040;-1;-1; 1;-1;0
 1200;07 54 49.627;-61 07 31.81;16.607; 0.843; 0.882;-1;-1; 1;-1;0
 1201;07 54 49.714;-60 33 55.48;16.256; 1.052; 1.219;-1;-1; 1;-1;0
 1202;07 54 49.739;-60 58 23.13;19.973;      ; 1.742; 0;-1; 0;-1;0
 1203;07 54 49.831;-60 25 23.41;17.118; 0.914; 1.031;-1;-1; 1;-1;0
 1204;07 54 49.833;-60 46 09.74;13.896; 0.576; 0.767;-1;-1; 1;-1;0
 1205;07 54 49.918;-60 42 05.62;19.744; 0.227; 1.153;-1;-1;-1;-1;0
 1206;07 54 49.924;-60 31 10.43;16.370; 0.816; 0.950;-1;-1; 1;-1;0
 1207;07 54 49.990;-60 53 36.58;20.241;      ; 2.101; 0;-1; 0;-1;0
 1208;07 54 50.004;-60 37 06.32;19.751; 0.400; 0.300;-1;-1; 1;-1;0
 1209;07 54 50.106;-61 12 00.30;19.936;      ; 2.315; 0;-1; 0;-1;0
 1210;07 54 50.119;-60 58 27.29;16.030; 0.888; 1.117;-1;-1;-1;-1;0
 1211;07 54 50.124;-60 34 11.35;16.593; 0.720; 0.873;-1;-1; 1;-1;0
 1212;07 54 50.132;-61 04 47.94;18.334; 0.682; 1.041;-1;-1;-1;-1;0
 1213;07 54 50.143;-60 39 14.48;19.864;      ; 1.809; 0;-1; 0;-1;0
 1214;07 54 50.164;-60 30 10.69;19.153; 1.547; 1.971; 1;-1; 1;-1;0
 1215;07 54 50.177;-60 50 40.73;13.021; 0.683; 0.811; 1; 1; 1; 1;0
 1216;07 54 50.190;-61 13 59.38;16.138; 0.775; 1.037;-1;-1;-1;-1;0
 1217;07 54 50.244;-60 30 32.12;18.161; 1.073; 1.349;-1;-1; 1;-1;0
 1218;07 54 50.305;-60 20 08.20;19.553;      ; 2.170; 0;-1; 0;-1;0
 1219;07 54 50.325;-61 01 28.46;18.541; 1.305; 1.995;-1;-1;-1;-1;0
 1220;07 54 50.382;-60 40 55.45;13.312; 0.820; 0.957; 1; 1; 1; 1;1
 1221;07 54 50.395;-60 20 41.97;20.201;      ; 2.089; 0;-1; 0;-1;0
 1222;07 54 50.420;-60 47 07.96;17.665; 1.169; 1.326;-1;-1; 1;-1;0
 1223;07 54 50.420;-60 47 13.22;18.055; 1.143; 1.082;-1;-1; 1;-1;0
 1224;07 54 50.433;-60 55 16.32;16.662; 0.773; 0.947;-1;-1; 1;-1;0
 1225;07 54 50.444;-60 43 17.91;18.021; 0.873; 0.997;-1;-1; 1;-1;0
 1226;07 54 50.473;-60 49 03.35;15.881; 0.950; 1.081;-1;-1; 1;-1;0
 1227;07 54 50.592;-60 54 27.57;17.785; 0.818; 0.965;-1;-1; 1;-1;0
 1228;07 54 50.763;-60 49 09.53;18.889;      ; 1.505; 0;-1; 0;-1;0
 1229;07 54 50.784;-61 00 26.60;19.408;      ; 1.617; 0;-1; 0;-1;0
 1230;07 54 50.812;-60 37 27.66;19.349; 0.665; 0.814;-1;-1; 1;-1;0
 1231;07 54 50.859;-60 52 59.05;20.434;      ; 2.353; 0;-1; 0;-1;0
 1232;07 54 50.905;-60 56 04.18;19.019; 1.307; 2.122;-1;-1;-1;-1;0
 1233;07 54 50.923;-60 31 13.82;19.705;      ; 1.275; 0;-1; 0;-1;0
 1234;07 54 50.929;-60 23 02.42;18.371; 0.788; 1.317;-1;-1;-1;-1;0
 1235;07 54 50.959;-60 53 03.93;17.723; 1.042; 1.203;-1;-1; 1;-1;0
 1236;07 54 50.967;-60 45 10.22;18.977;      ; 1.800; 0;-1; 0;-1;0
 1237;07 54 50.991;-60 25 01.80;19.169; 1.312; 3.101;-1;-1;-1;-1;0
 1238;07 54 51.026;-60 48 18.08;16.079; 0.893; 1.010;-1;-1; 1;-1;0
 1239;07 54 51.072;-60 54 44.00;17.219; 0.676; 0.952;-1;-1;-1;-1;0
 1240;07 54 51.144;-60 27 34.12;14.933; 0.730; 0.913;-1;-1; 1;-1;0
 1241;07 54 51.166;-61 01 27.79;16.102; 0.807; 0.958;-1;-1; 1;-1;0
 1242;07 54 51.256;-60 56 45.83;17.390; 1.128; 1.376;-1;-1; 1;-1;0
 1243;07 54 51.290;-60 24 05.84;19.002; 1.708; 1.507; 1;-1;-1;-1;0
 1244;07 54 51.311;-60 49 29.93;17.573; 0.826; 0.933;-1;-1; 1;-1;0
 1245;07 54 51.350;-60 24 12.67;17.216; 0.767; 0.923;-1;-1; 1;-1;0
 1246;07 54 51.359;-60 31 08.75;20.464;      ; 1.334; 0;-1; 0;-1;0
 1247;07 54 51.385;-61 11 18.12;18.022; 1.045; 1.043;-1;-1; 1;-1;0
 1248;07 54 51.406;-60 48 10.94;15.645; 1.255; 1.426; 1; 1; 1; 1;0
 1249;07 54 51.420;-61 04 21.02;18.299; 0.848; 1.170;-1;-1;-1;-1;0
 1250;07 54 51.432;-60 32 16.19;18.824; 0.713; 0.616;-1;-1;-1;-1;0
 1251;07 54 51.510;-60 52 34.85;17.298; 0.631; 0.826;-1;-1; 1;-1;0
 1252;07 54 51.533;-60 26 20.42;19.254; 0.775; 1.088;-1;-1;-1;-1;0
 1253;07 54 51.544;-61 00 19.94;13.878; 1.604; 1.731;-1;-1;-1;-1;0
 1254;07 54 51.562;-60 40 59.70;19.707;      ; 1.628; 0;-1; 0;-1;0
 1255;07 54 51.575;-61 00 49.86;18.656; 1.133; 1.136;-1;-1; 1;-1;0
 1256;07 54 51.600;-60 23 48.44;16.160; 1.086; 1.250;-1;-1; 1;-1;0
 1257;07 54 51.602;-60 25 30.39;16.909; 1.408; 1.895;-1; 1;-1;-1;0
 1258;07 54 51.614;-61 06 07.42;13.184; 0.840; 0.962; 1; 1; 1; 1;1
 1259;07 54 51.651;-60 24 42.91;19.318; 0.935; 0.791;-1;-1;-1;-1;0
 1260;07 54 51.665;-60 20 14.35;18.427; 0.883; 1.102;-1;-1; 1;-1;0
 1261;07 54 51.708;-60 22 38.43;18.579; 0.759; 0.991;-1;-1; 1;-1;0
 1262;07 54 51.719;-60 44 43.98;17.275; 0.818; 0.916;-1;-1; 1;-1;0
 1263;07 54 51.857;-61 07 50.00;17.833; 1.066; 1.093;-1;-1; 1;-1;0
 1264;07 54 51.900;-60 44 23.69;18.389; 0.730; 1.099;-1;-1;-1;-1;0
 1265;07 54 51.937;-61 07 47.62;17.487; 0.909; 1.052;-1;-1; 1;-1;0
 1266;07 54 51.952;-60 31 17.15;13.961; 0.615; 0.781;-1;-1; 1;-1;0
 1267;07 54 51.984;-60 55 15.41;18.585; 0.834; 1.247;-1;-1;-1;-1;0
 1268;07 54 52.011;-60 35 07.02;20.348;      ; 1.141; 0;-1; 0;-1;0
 1269;07 54 52.012;-60 29 52.11;19.991;      ; 1.806; 0;-1; 0;-1;0
 1270;07 54 52.022;-60 25 20.65;18.870; 1.161; 1.150;-1;-1; 1;-1;0
 1271;07 54 52.064;-60 55 08.02;18.553; 0.921; 0.947;-1;-1; 1;-1;0
 1272;07 54 52.069;-61 08 30.54;19.662;      ; 0.920; 0;-1; 0;-1;0
 1273;07 54 52.101;-60 58 38.13;17.679; 0.727; 1.018;-1;-1;-1;-1;0
 1274;07 54 52.105;-60 28 07.76;13.971; 1.266; 1.303;-1;-1;-1;-1;0
 1275;07 54 52.128;-61 08 08.19;19.515;      ; 1.105; 0;-1; 0;-1;0
 1276;07 54 52.192;-60 29 55.47;19.173; 0.914; 1.565;-1;-1;-1;-1;0
 1277;07 54 52.225;-61 00 39.82;16.823; 0.826; 0.985;-1;-1; 1;-1;0
 1278;07 54 52.231;-60 44 00.54;18.945; 0.950; 0.748;-1;-1;-1;-1;0
 1279;07 54 52.255;-60 20 11.31;15.129; 1.078; 1.164; 1; 1; 1; 1;0
 1280;07 54 52.266;-60 28 39.43;18.990; 1.349; 1.489;-1;-1; 1;-1;0
 1281;07 54 52.378;-60 42 13.49;16.526; 0.913; 1.068;-1;-1; 1;-1;0
 1282;07 54 52.524;-60 43 20.40;16.385; 0.843; 1.010;-1;-1; 1;-1;0
 1283;07 54 52.581;-60 31 07.01;16.302; 0.625; 0.844;-1;-1; 1;-1;0
 1284;07 54 52.602;-60 59 25.81;16.168; 0.651; 0.896;-1;-1;-1;-1;0
 1285;07 54 52.631;-60 34 11.60;18.324; 0.985; 1.254;-1;-1; 1;-1;0
 1286;07 54 52.644;-60 19 24.58;20.571;      ; 2.024; 0;-1; 0;-1;0
 1287;07 54 52.649;-60 41 48.78;15.306; 0.653; 0.839;-1;-1; 1;-1;0
 1288;07 54 52.717;-60 29 02.30;19.489; 1.566; 1.891; 1;-1; 1;-1;0
 1289;07 54 52.753;-60 54 39.14;19.301;      ; 1.175; 0;-1; 0;-1;0
 1290;07 54 52.791;-60 46 46.42;20.131;      ; 1.719; 0;-1; 0;-1;0
 1291;07 54 52.791;-60 58 32.93;17.976; 0.824; 1.081;-1;-1; 1;-1;0
 1292;07 54 52.801;-60 24 34.24;17.971; 1.184; 1.332;-1;-1; 1;-1;0
